bin	bins_n	phylum
'LIB-MJ135-C7_04.7'	1	Actinomycetota
'LIB-MJ337-C4_03.58'	1	Actinomycetota
'LIB-MJ048-A2_04.25'	2	Actinomycetota
'LIB-MJ089-G9_02.31'	1	Actinomycetota
'LIB-MJ088-E7_04.12'	2	Actinomycetota
'LIB-MJ338-D8_04.20'	1	Actinomycetota
'LIB-MJ088-E7_04.14'	1	Actinomycetota
'LIB-MJ139-D5_01.35'	5	Actinomycetota
'LIB-MJ338-C8_04.7'	1	Actinomycetota
'LIB-MJ253-B4_01_v_LIB-MJ404-E6_03.20'	5	Actinomycetota
'LIB-MJ341-G7_02_v_LIB-MJ367-G7_04.21'	6	Actinomycetota
'LIB-MJ307-H11_01.17'	1	Halobacteriota
'LIB-MJ337-C4_03.21'	17	Actinomycetota
'LIB-MJ196-C11_02_v_LIB-MJ366-C11_04.9'	2	Actinomycetota
'LIB-MJ199-H8_04.36'	1	Actinomycetota
'LIB-MJ198-C5_03.9'	1	Actinomycetota
'LIB-MJ252-F7_02.28'	1	Actinomycetota
'LIB-MJ227-F7_02.10'	4	Actinomycetota
'LIB-MJ093-G3_02.15'	14	Actinomycetota
'LIB-MJ340-E3_01_v_LIB-MJ367-E3_03.2'	1	Actinomycetota
'LIB-MJ336-C5_02.5'	1	Actinomycetota
'LIB-MJ091-F7_03.28'	5	Actinomycetota
'LIB-MJ088-G7_04.3'	11	Actinomycetota
'LIB-MJ344-G8_04.17'	1	Actinomycetota
'LIB-MJ138-F2_03.10'	2	Actinomycetota
'LIB-MJ198-D3_03.4'	5	Actinomycetota
'LIB-MJ281-F6_01.10'	10	Actinomycetota
'LIB-MJ413-F9_01.37'	2	DTU030
'LIB-MJ284-B7_03.15'	1	Pseudomonadota
'LIB-MJ251-H4_04.2'	1	Actinomycetota
'LIB-MJ197-C9_03_v_LIB-MJ366-C9_03.17'	3	Actinomycetota
'LIB-MJ134-C6_03.27'	1	Actinomycetota
'LIB-MJ226-F6_01.26'	1	Actinomycetota
'LIB-MJ307-D11_01.15'	1	Actinomycetota
'LIB-MJ193-A12_01_v_LIB-MJ402-H8_04.26'	2	Actinomycetota
'LIB-MJ174-D10_01.12'	1	Actinomycetota
'LIB-MJ307-E8_01.17'	1	Actinomycetota
'LIB-MJ132-G4_03.26'	2	Actinomycetota
'LIB-MJ130-D4_01.12'	1	Actinomycetota
'LIB-MJ335-B8_02.12'	1	Verrucomicrobiota
'LIB-MJ132-G4_03.24'	1	Actinomycetota
'LIB-MJ151-C11_04.7'	1	Actinomycetota
'LIB-MJ213-C6_01.17'	2	Actinomycetota
'LIB-MJ346-E6_02_v_LIB-MJ365-E6_04.10'	1	Actinomycetota
'LIB-MJ193-A12_01_v_LIB-MJ402-H8_04.3'	5	Actinomycetota
'LIB-MJ226-F6_01.33'	2	Actinomycetota
'LIB-MJ383-G7_01.18'	1	Actinomycetota
'LIB-MJ226-F6_01.23'	1	Actinomycetota
'LIB-MJ132-G4_03.16'	2	Actinomycetota
'LIB-MJ088-E7_04.30'	1	Actinomycetota
'LIB-MJ353-B9_03_v_LIB-MJ407-B4_04.22'	11	Actinomycetota
'LIB-MJ386-F2_04.4'	2	Desulfobacterota
'LIB-MJ253-C12_01_v_LIB-MJ404-D7_03.8'	1	Actinomycetota
'LIB-MJ307-C5_01.14'	1	Actinomycetota
'LIB-MJ105-E5_01_v_LIB-MJ367-E5_04.14'	1	Actinomycetota
'LIB-MJ228-E7_01.19'	1	Actinomycetota
'LIB-MJ191-D10_04.6'	1	Actinomycetota
'LIB-MJ193-A12_01_v_LIB-MJ402-H8_04.22'	1	Actinomycetota
'LIB-MJ344-G8_04.16'	3	Actinomycetota
'LIB-MJ177-D7_03.11'	1	Actinomycetota
'LIB-MJ130-D4_01.22'	2	Actinomycetota
'LIB-MJ130-D4_01.8'	2	Actinomycetota
'LIB-MJ228-D9_01.25'	2	Actinomycetota
'LIB-MJ282-D5_03.12'	1	Desulfobacterota
'LIB-MJ054-G6_03.17'	3	Actinomycetota
'LIB-MJ054-G6_03.12'	1	Actinomycetota
'LIB-MJ226-C7_01.8'	13	Actinomycetota
'LIB-MJ228-D9_01.10'	1	Actinomycetota
'LIB-MJ228-D9_01.23'	1	Actinomycetota
'LIB-MJ354-A7_04_v_LIB-MJ403-A4_03.6'	1	Desulfobacterota_D
'LIB-MJ149-B4_03.5'	1	Actinomycetota
'LIB-MJ334-B4_01.28'	1	Actinomycetota
'LIB-MJ151-D7_04.1'	4	Actinomycetota
'LIB-MJ171-G4_04.8'	1	Actinomycetota
'LIB-MJ262-F7_03.4'	1	Actinomycetota
'LIB-MJ253-D2_01_v_LIB-MJ404-D6_03.4'	1	Actinomycetota
'LIB-MJ413-B2_01.24'	1	Bacteroidota
'LIB-MJ284-F4_03.8'	1	Pseudomonadota
'LIB-MJ414-E9_03.24'	2	Actinomycetota
'LIB-MJ250-B2_04.2'	5	Actinomycetota
'LIB-MJ231-F5_04.7'	1	Eisenbacteria
'LIB-MJ340-A8_01_v_LIB-MJ406-B6_04.9'	1	Armatimonadota
'LIB-MJ174-A11_01.12'	1	Actinomycetota
'LIB-MJ177-G1_03.22'	1	Actinomycetota
'LIB-MJ129-E2_02.9'	2	Actinomycetota
'LIB-MJ390-C1_03.12'	1	Actinomycetota
'LIB-MJ174-H11_01_v_LIB-MJ407-C9_04.7'	8	Actinomycetota
'LIB-MJ140-E8_02.1'	69	Actinomycetota
'LIB-MJ048-E3_04.7'	1	Actinomycetota
'LIB-MJ413-D3_01.10'	1	Bacteroidota
'LIB-MJ231-F5_04.13'	4	Actinomycetota
'LIB-MJ231-F5_04.2'	1	Actinomycetota
'LIB-MJ338-G5_04.11'	4	Actinomycetota
'LIB-MJ260-F11_01.6'	1	Actinomycetota
'LIB-MJ137-H9_02.11'	2	Actinomycetota
'LIB-MJ055-D7_04.8'	7	Actinomycetota
'LIB-MJ129-E7_02.6'	1	Actinomycetota
'LIB-MJ334-H11_01.8'	1	Actinomycetota
'LIB-MJ413-F5_01.15'	1	Actinomycetota
'LIB-MJ092-D5_01.3'	1	Actinomycetota
'LIB-MJ283-A10_04.1'	1	Pseudomonadota
'LIB-MJ354-C12_04_v_LIB-MJ367-C12_04.19'	15	Actinomycetota
'LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.24'	2	Actinomycetota
'LIB-MJ199-G7_04.8'	1	Actinomycetota
'LIB-MJ088-G11_04.3'	3	Actinomycetota
'LIB-MJ383-A8_01.16'	1	Actinomycetota
'LIB-MJ194-E7_04.8'	2	Actinomycetota
'LIB-MJ383-A8_01.55'	1	Actinomycetota
'LIB-MJ250-F4_04.12'	1	Actinomycetota
'LIB-MJ259-E8_04_v_LIB-MJ415-H4_04.7'	3	Actinomycetota
'LIB-MJ260-G5_01.5'	1	Actinomycetota
'LIB-MJ339-C7_03.74'	1	Actinomycetota
'LIB-MJ352-H4_03.1'	2	Actinomycetota
'LIB-MJ353-H10_03.19'	2	Actinomycetota
'LIB-MJ413-H3_01.24'	1	Bacteroidota
'LIB-MJ194-B8_04.22'	2	Actinomycetota
'LIB-MJ106-A6_01_v_LIB-MJ368-A6_04.27'	1	Actinomycetota
'LIB-MJ354-C7_04.17'	1	Actinomycetota
'LIB-MJ353-E5_03.9'	1	Actinomycetota
'LIB-MJ279-D4_02.5'	2	Actinomycetota
'LIB-MJ306-B1_01.14'	1	Actinomycetota
'LIB-MJ390-D5_03.25'	2	Actinomycetota
'LIB-MJ229-H2_03_v_LIB-MJ410-C8_02.1'	5	Actinomycetota
'LIB-MJ281-F7_01.10'	7	Actinomycetota
'LIB-MJ413-G5_01.14'	1	Actinomycetota
'LIB-MJ262-C6_03.7'	2	Actinomycetota
'LIB-MJ352-A5_03.23'	1	Bacteroidota
'LIB-MJ055-F8_04.17'	2	Actinomycetota
'LIB-MJ171-C12_04.2'	8	Actinomycetota
'LIB-MJ390-D5_03.15'	4	Actinomycetota
'LIB-MJ390-D5_03.31'	1	Actinomycetota
'LIB-MJ347-C9_04_v_LIB-MJ368-C9_03.6'	19	Actinomycetota
'LIB-MJ107-C4_02.1'	1	Actinomycetota
'LIB-MJ139-D5_01.125'	2	Actinomycetota
'LIB-MJ307-E9_01.8'	2	Actinomycetota
'LIB-MJ306-G2_01.8'	1	Actinomycetota
'LIB-MJ344-F2_04.22'	1	Actinomycetota
'LIB-MJ334-H7_01.45'	3	Aenigmatarchaeota
'LIB-MJ196-D4_02.12'	3	Actinomycetota
'LIB-MJ306-H2_01.2'	1	Actinomycetota
'LIB-MJ140-G7_02.7'	1	Actinomycetota
'LIB-MJ413-B10_01.25'	3	Cloacimonadota
'LIB-MJ389-D6_03.16'	1	Bacteroidota
'LIB-MJ413-D8_01.2'	4	WOR-3
'LIB-MJ413-A7_01.18'	2	Thermotogota
'LIB-MJ413-A7_01.38'	3	Thermotogota
'LIB-MJ413-A7_01.6'	1	DUMJ01
'LIB-MJ413-C1_01.69'	2	Bacteroidota
'LIB-MJ413-E9_01.10'	2	Bacillota
'LIB-MJ335-A5_02.17'	1	Aenigmatarchaeota
'LIB-MJ334-G7_01.14'	1	Bacteroidota
'LIB-MJ390-D5_03.20'	1	Actinomycetota
'LIB-MJ230-E3_03.32'	2	Bacteroidota
'LIB-MJ389-C5_03.22'	1	Bacteroidota
'LIB-MJ151-E10_04.2'	1	Myxococcota
'LIB-MJ229-G7_03.16'	1	Myxococcota
'LIB-MJ134-A11_03.5'	1	Myxococcota
'LIB-MJ198-E1_03.18'	1	Bacteroidota
'LIB-MJ390-D1_03.16'	1	4484-113
'LIB-MJ256-E2_03.19'	1	Eremiobacterota
'LIB-MJ193-C5_01.3'	1	Nitrospirota
'LIB-MJ352-G9_03.8'	1	Bacteroidota
'LIB-MJ305-G4_04.39'	5	Bacteroidota
'LIB-MJ388-D9_02.5'	3	Bacteroidota
'LIB-MJ305-A3_04.28'	4	Bacteroidota
'LIB-MJ305-H7_04.39'	2	Bacteroidota
'LIB-MJ305-F8_04.23'	1	Bacteroidota
'LIB-MJ305-C1_04.15'	1	Bacteroidota
'LIB-MJ305-G4_04.18'	1	Bacteroidota
'LIB-MJ305-E8_04.6'	1	Bacteroidota
'LIB-MJ305-G9_04.7'	1	Bacteroidota
'LIB-MJ195-D1_01.4'	1	Nitrospirota
'LIB-MJ414-D9_03.10'	2	Actinomycetota
'LIB-MJ390-D5_03.2'	2	Dormibacterota
'LIB-MJ390-D5_03.44'	1	Dormibacterota
'LIB-MJ354-D11_04.4'	1	Myxococcota
'LIB-MJ354-D11_04.5'	1	Pseudomonadota
'LIB-MJ335-B12_02.9'	1	Krumholzibacteriota
'LIB-MJ307-A1_01.8'	1	Pseudomonadota
'LIB-MJ390-G2_03.17'	12	Gemmatimonadota
'LIB-MJ284-H6_03.30'	1	Gemmatimonadota
'LIB-MJ390-C6_03.46'	3	Actinomycetota
'LIB-MJ256-C12_03.7'	1	Actinomycetota
'LIB-MJ335-C5_02.4'	1	Nitrospirota
'LIB-MJ200-C11_04.3'	1	Actinomycetota
'LIB-MJ390-E1_03.8'	6	Actinomycetota
'LIB-MJ132-E5_03.10'	1	Actinomycetota
'LIB-MJ347-D6_04_v_LIB-MJ368-D6_03.2'	1	Actinomycetota
'LIB-MJ134-B10_03.18'	1	Actinomycetota
'LIB-MJ413-G3_01.25'	1	Actinomycetota
'LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.26'	1	Actinomycetota
'LIB-MJ305-F8_04.37'	1	Actinomycetota
'LIB-MJ261-C11_01.2'	9	Actinomycetota
'LIB-MJ089-C8_02.15'	1	Actinomycetota
'LIB-MJ334-A8_01.38'	3	Nitrospirota
'LIB-MJ335-C5_02.15'	1	Nitrospirota
'LIB-MJ199-G7_04.6'	2	Actinomycetota
'LIB-MJ051-E2_02.5'	2	Actinomycetota
'LIB-MJ107-H4_02.32'	25	Actinomycetota
'LIB-MJ190-G10_02.5'	1	Actinomycetota
'LIB-MJ132-H9_03.3'	1	Actinomycetota
'LIB-MJ337-F11_03.11'	1	Actinomycetota
'LIB-MJ413-F9_01.32'	1	Actinomycetota
'LIB-MJ306-D7_01.9'	16	Actinomycetota
'LIB-MJ169-A2_01.6'	1	Actinomycetota
'LIB-MJ390-D4_03.36'	1	Actinomycetota
'LIB-MJ091-E7_03_v_LIB-MJ403-D9_03.17'	1	Actinomycetota
'LIB-MJ305-C6_04.49'	1	Patescibacteria
'LIB-MJ388-F6_02.11'	3	Actinomycetota
'LIB-MJ389-C5_03.26'	1	Actinomycetota
'LIB-MJ195-E3_01.2'	1	Actinomycetota
'LIB-MJ389-G5_03.12'	3	Actinomycetota
'LIB-MJ387-H3_01.1'	6	Actinomycetota
'LIB-MJ390-B2_03.9'	1	Actinomycetota
'LIB-MJ151-D8_04.20'	1	Actinomycetota
'LIB-MJ352-F5_03.4'	1	Actinomycetota
'LIB-MJ140-D10_02.1'	2	Actinomycetota
'LIB-MJ215-A1_01_v_LIB-MJ409-E9_01.3'	6	Actinomycetota
'LIB-MJ138-E7_03.8'	1	Actinomycetota
'LIB-MJ342-D4_02.13'	1	Patescibacteria
'LIB-MJ054-F5_03.1'	1	Actinomycetota
'LIB-MJ139-D5_01.41'	1	Actinomycetota
'LIB-MJ151-C11_04.4'	1	Actinomycetota
'LIB-MJ197-C8_03.11'	1	Actinomycetota
'LIB-MJ139-E5_01.158'	7	Actinomycetota
'LIB-MJ354-C12_04_v_LIB-MJ367-C12_04.17'	1	Actinomycetota
'LIB-MJ190-C6_02.2'	1	Actinomycetota
'LIB-MJ254-F5_02.4'	1	Actinomycetota
'LIB-MJ354-F1_04_v_LIB-MJ367-F1_04.24'	4	Actinomycetota
'LIB-MJ252-E8_02.16'	1	Actinomycetota
'LIB-MJ335-A6_02.4'	2	Nitrospirota
'LIB-MJ093-E10_02.5'	2	Actinomycetota
'LIB-MJ139-H4_01.12'	17	Actinomycetota
'LIB-MJ255-B4_02.4'	1	Actinomycetota
'LIB-MJ337-E9_03.27'	6	Actinomycetota
'LIB-MJ228-D9_01.19'	2	Actinomycetota
'LIB-MJ230-H11_03_v_LIB-MJ402-C11_04.12'	9	Actinomycetota
'LIB-MJ386-A12_04.24'	1	Actinomycetota
'LIB-MJ344-G8_04.22'	2	Actinomycetota
'LIB-MJ196-E11_02.31'	2	Actinomycetota
'LIB-MJ177-G1_03.4'	1	Actinomycetota
'LIB-MJ335-A6_02.12'	2	Nitrospirota
'LIB-MJ132-A7_03.5'	1	Nitrospirota
'LIB-MJ138-B8_03.26'	4	Actinomycetota
'LIB-MJ140-E2_02.18'	2	Actinomycetota
'LIB-MJ195-G4_01.34'	2	Actinomycetota
'LIB-MJ108-G9_02.1'	1	Actinomycetota
'LIB-MJ197-H2_03_v_LIB-MJ415-H8_04.31'	4	Actinomycetota
'LIB-MJ337-D4_03.11'	1	Actinomycetota
'LIB-MJ405-D2_01.3'	1	Actinomycetota
'LIB-MJ201-H8_03.30'	2	Actinomycetota
'LIB-MJ198-B4_03.5'	2	Actinomycetota
'LIB-MJ199-A11_04.10'	2	Actinomycetota
'LIB-MJ093-E5_02.3'	1	Nitrospirota
'LIB-MJ176-C4_03.11'	1	Actinomycetota
'LIB-MJ191-C5_04.12'	15	Actinomycetota
'LIB-MJ193-E4_01.7'	1	Actinomycetota
'LIB-MJ051-D8_02.7'	1	Actinomycetota
'LIB-MJ054-A12_03.10'	1	Actinomycetota
'LIB-MJ129-F6_02.2'	5	Actinomycetota
'LIB-MJ279-F2_02.6'	1	Actinomycetota
'LIB-MJ191-C4_04.3'	3	Actinomycetota
'LIB-MJ151-C11_04.13'	1	Actinomycetota
'LIB-MJ200-C7_04.4'	3	Actinomycetota
'LIB-MJ253-C12_01_v_LIB-MJ404-D7_03.10'	1	Actinomycetota
'LIB-MJ193-E10_01.14'	1	Actinomycetota
'LIB-MJ413-E9_01.13'	5	Bacillota
'LIB-MJ335-A5_02.21'	2	Desulfobacterota_F
'LIB-MJ130-D4_01.7'	2	Actinomycetota
'LIB-MJ255-G4_02.18'	2	Actinomycetota
'LIB-MJ191-H1_04_v_LIB-MJ405-H9_01.21'	10	Actinomycetota
'LIB-MJ259-A6_04.19'	1	Actinomycetota
'LIB-MJ190-F8_02.11'	1	Actinomycetota
'LIB-MJ092-D6_01.5'	1	Actinomycetota
'LIB-MJ255-D9_02.15'	1	Actinomycetota
'LIB-MJ193-G3_01.19'	7	Actinomycetota
'LIB-MJ109-A6_01.10'	1	Actinomycetota
'LIB-MJ383-A10_01.63'	31	Actinomycetota
'LIB-MJ344-G8_04.8'	16	Actinomycetota
'LIB-MJ088-C8_04_v_LIB-MJ365-C8_02.24'	62	Actinomycetota
'LIB-MJ193-D6_01.42'	1	Actinomycetota
'LIB-MJ134-D7_03.19'	1	Actinomycetota
'LIB-MJ339-C9_03.13'	2	Actinomycetota
'LIB-MJ230-H8_03.15'	4	Actinomycetota
'LIB-MJ193-G3_01.16'	1	Actinomycetota
'LIB-MJ251-B1_04_v_LIB-MJ409-G7_01.23'	2	Actinomycetota
'LIB-MJ386-A12_04.22'	2	Actinomycetota
'LIB-MJ390-H8_03.30'	1	Omnitrophota
'LIB-MJ336-C5_02.3'	8	Actinomycetota
'LIB-MJ337-B10_03.38'	2	Actinomycetota
'LIB-MJ175-A8_02_v_LIB-MJ368-A8_01.35'	10	Actinomycetota
'LIB-MJ261-F8_01.5'	35	Actinomycetota
'LIB-MJ343-B9_01.23'	1	Actinomycetota
'LIB-MJ388-G9_02.21'	2	Actinomycetota
'LIB-MJ388-G9_02.10'	3	Actinomycetota
'LIB-MJ389-G6_03.6'	5	Actinomycetota
'LIB-MJ389-G10_03.14'	3	Actinomycetota
'LIB-MJ386-C11_04.10'	1	Actinomycetota
'LIB-MJ301-F5_01.30'	6	Actinomycetota
'LIB-MJ138-C8_03.1'	1	Thermoproteota
'LIB-MJ228-G4_01.12'	1	Actinomycetota
'LIB-MJ140-B2_02.3'	1	Actinomycetota
'LIB-MJ140-B2_02.8'	1	Actinomycetota
'LIB-MJ382-F11_02.6'	1	Actinomycetota
'LIB-MJ389-D6_03.19'	1	Actinomycetota
'LIB-MJ389-G10_03.34'	1	Actinomycetota
'LIB-MJ390-C1_03.35'	13	Actinomycetota
'LIB-MJ413-G3_01.39'	4	Actinomycetota
'LIB-MJ413-G3_01.8'	2	Actinomycetota
'LIB-MJ132-E5_03.11'	1	Actinomycetota
'LIB-MJ147-D9_02.8'	1	Thermoproteota
'LIB-MJ177-G3_03.3'	1	Actinomycetota
'LIB-MJ389-H8_03.1'	1	Actinomycetota
'LIB-MJ194-H8_04.4'	1	Actinomycetota
'LIB-MJ334-A2_01.5'	2	Actinomycetota
'LIB-MJ334-A2_01.10'	1	Actinomycetota
'LIB-MJ390-E7_03.14'	1	Actinomycetota
'LIB-MJ390-E6_03.11'	1	Actinomycetota
'LIB-MJ305-D9_04.11'	1	Actinomycetota
'LIB-MJ334-C6_01.8'	9	Actinomycetota
'LIB-MJ334-D7_01.48'	1	Actinomycetota
'LIB-MJ145-A11_01.15'	1	Thermoproteota
'LIB-MJ137-B8_02.1'	1	Actinomycetota
'LIB-MJ256-F2_03.3'	1	Actinomycetota
'LIB-MJ279-D4_02.18'	1	Actinomycetota
'LIB-MJ132-G4_03.8'	1	Actinomycetota
'LIB-MJ194-E3_04.2'	1	Actinomycetota
'LIB-MJ334-E10_01.33'	1	Actinomycetota
'LIB-MJ088-E7_04.3'	1	Actinomycetota
'LIB-MJ334-B3_01.27'	1	Actinomycetota
'LIB-MJ306-D7_01.12'	1	Actinomycetota
'LIB-MJ044-C6_03.3'	2	Actinomycetota
'LIB-MJ177-G1_03.23'	1	Actinomycetota
'LIB-MJ307-B5_01.5'	1	Actinomycetota
'LIB-MJ335-A4_02.10'	1	Actinomycetota
'LIB-MJ199-D10_04.5'	4	Actinomycetota
'LIB-MJ383-H8_01.43'	2	Actinomycetota
'LIB-MJ338-A3_04.14'	1	Actinomycetota
'LIB-MJ050-H8_02.25'	2	Actinomycetota
'LIB-MJ055-B6_04.17'	200	Actinomycetota
'LIB-MJ177-D8_03.2'	1	Actinomycetota
'LIB-MJ140-E11_02.19'	2	Actinomycetota
'LIB-MJ251-G11_04_v_LIB-MJ409-D8_01.21'	4	Actinomycetota
'LIB-MJ106-A6_01_v_LIB-MJ368-A6_04.1'	1	Actinomycetota
'LIB-MJ048-E5_04.5'	1	Actinomycetota
'LIB-MJ050-F2_02.3'	1	Actinomycetota
'LIB-MJ091-B7_03.12'	1	Thermoproteota
'LIB-MJ336-C9_02.14'	5	Actinomycetota
'LIB-MJ195-D8_01.5'	1	Actinomycetota
'LIB-MJ194-C6_04.22'	1	Actinomycetota
'LIB-MJ301-G4_01.9'	1	Actinomycetota
'LIB-MJ105-H8_01.27'	2	Actinomycetota
'LIB-MJ336-F7_02.19'	2	Actinomycetota
'LIB-MJ380-H8_03.16'	1	Actinomycetota
'LIB-MJ354-C1_04_v_LIB-MJ367-C1_04.33'	4	Actinomycetota
'LIB-MJ051-D9_02.11'	51	Actinomycetota
'LIB-MJ197-C9_03_v_LIB-MJ366-C9_03.23'	1	Actinomycetota
'LIB-MJ354-C1_04_v_LIB-MJ367-C1_04.66'	1	Actinomycetota
'LIB-MJ093-G7_02.21'	3	Actinomycetota
'LIB-MJ198-E1_03.26'	1	Thermoproteota
'LIB-MJ306-C6_01.1'	1	Actinomycetota
'LIB-MJ383-B8_01.10'	1	Actinomycetota
'LIB-MJ383-G7_01.49'	2	Actinomycetota
'LIB-MJ200-E6_04.38'	1	Actinomycetota
'LIB-MJ255-E7_02.16'	1	Actinomycetota
'LIB-MJ129-B10_02.8'	1	Actinomycetota
'LIB-MJ307-H8_01.6'	1	Actinomycetota
'LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.24'	1	Actinomycetota
'LIB-MJ088-B5_04.23'	2	Actinomycetota
'LIB-MJ177-E8_03.10'	6	Actinomycetota
'LIB-MJ230-B10_03.17'	3	Thermoproteota
'LIB-MJ255-B9_02.4'	4	Actinomycetota
'LIB-MJ177-G7_03.5'	9	Actinomycetota
'LIB-MJ339-F7_03_v_LIB-MJ405-E3_01.1'	1	Actinomycetota
'LIB-MJ050-H3_02.23'	1	Actinomycetota
'LIB-MJ382-E4_02.2'	5	Actinomycetota
'LIB-MJ177-E4_03.7'	2	Actinomycetota
'LIB-MJ054-F8_03.3'	349	Actinomycetota
'LIB-MJ253-D2_01_v_LIB-MJ404-D6_03.17'	1	Actinomycetota
'LIB-MJ231-D5_04.3'	2	Actinomycetota
'LIB-MJ228-E7_01.18'	1	Actinomycetota
'LIB-MJ338-A3_04.7'	2	Actinomycetota
'LIB-MJ190-C2_02.4'	1	Actinomycetota
'LIB-MJ174-C9_01.5'	1	Thermoproteota
'LIB-MJ230-B10_03.7'	1	Thermoproteota
'LIB-MJ199-H7_04.17'	1	Actinomycetota
'LIB-MJ250-F4_04.15'	2	Actinomycetota
'LIB-MJ093-F7_02.12'	32	Actinomycetota
'LIB-MJ281-G4_01_v_LIB-MJ411-A11_02.6'	2	Actinomycetota
'LIB-MJ196-E8_02.35'	1	Actinomycetota
'LIB-MJ383-G7_01.34'	2	Actinomycetota
'LIB-MJ139-D5_01.8'	6	Actinomycetota
'LIB-MJ196-E8_02.49'	1	Actinomycetota
'LIB-MJ336-B6_02.11'	3	Actinomycetota
'LIB-MJ340-H8_01.3'	1	Actinomycetota
'LIB-MJ307-E8_01.10'	1	Actinomycetota
'LIB-MJ250-F2_04_v_LIB-MJ365-F2_03.25'	2	Actinomycetota
'LIB-MJ387-E5_01.6'	1	Bacillota_A
'LIB-MJ230-B10_03.10'	1	Thermoproteota
'LIB-MJ354-F1_04_v_LIB-MJ367-F1_04.16'	1	Actinomycetota
'LIB-MJ054-A12_03.16'	2	Actinomycetota
'LIB-MJ307-F8_01.29'	5	Actinomycetota
'LIB-MJ199-B9_04.27'	2	Actinomycetota
'LIB-MJ177-E4_03.13'	1	Actinomycetota
'LIB-MJ193-D6_01.14'	1	Actinomycetota
'LIB-MJ201-E6_03.33'	1	Actinomycetota
'LIB-MJ251-C7_04.36'	3	Actinomycetota
'LIB-MJ336-F7_02.14'	5	Actinomycetota
'LIB-MJ088-C12_04_v_LIB-MJ365-C12_02.30'	1	Actinomycetota
'LIB-MJ254-E10_02.33'	1	Actinomycetota
'LIB-MJ383-H8_01.65'	2	Actinomycetota
'LIB-MJ347-D5_04_v_LIB-MJ368-D5_03.7'	7	Actinomycetota
'LIB-MJ342-E3_02.10'	8	Actinomycetota
'LIB-MJ107-H9_02_v_LIB-MJ367-H9_03.2'	1	Thermoproteota
'LIB-MJ088-G5_04.10'	101	Actinomycetota
'LIB-MJ307-A10_01.32'	6	Actinomycetota
'LIB-MJ088-E1_04_v_LIB-MJ365-E1_02.9'	1	Actinomycetota
'LIB-MJ354-D9_04_v_LIB-MJ403-C5_03.22'	1	Actinomycetota
'LIB-MJ150-F8_03.2'	17	Actinomycetota
'LIB-MJ307-E8_01.38'	4	Actinomycetota
'LIB-MJ199-H8_04.40'	2	Actinomycetota
'LIB-MJ199-D7_04.18'	2	Actinomycetota
'LIB-MJ336-C5_02.7'	21	Actinomycetota
'LIB-MJ347-D5_04_v_LIB-MJ368-D5_03.33'	2	Actinomycetota
'LIB-MJ262-C8_03.14'	2	Actinomycetota
'LIB-MJ307-F8_01.9'	1	Actinomycetota
'LIB-MJ106-F9_01_v_LIB-MJ368-F9_04.12'	1	Actinomycetota
'LIB-MJ195-F6_01.30'	1	Actinomycetota
'LIB-MJ109-A6_01.13'	3	Actinomycetota
'LIB-MJ194-A6_04.10'	1	Chloroflexota
'LIB-MJ088-E7_04.29'	3	Actinomycetota
'LIB-MJ191-E4_04.5'	4	Actinomycetota
'LIB-MJ191-E8_04.14'	1	Actinomycetota
'LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.8'	8	Actinomycetota
'LIB-MJ347-E1_04_v_LIB-MJ368-E1_03.4'	1	Actinomycetota
'LIB-MJ054-H10_03.13'	7	Actinomycetota
'LIB-MJ132-C6_03.26'	2	Actinomycetota
'LIB-MJ307-E8_01.40'	1	Actinomycetota
'LIB-MJ255-D9_02.20'	2	Actinomycetota
'LIB-MJ193-G3_01.10'	1	Actinomycetota
'LIB-MJ307-D4_01.10'	3	Actinomycetota
'LIB-MJ253-C12_01_v_LIB-MJ404-D7_03.6'	1	Actinomycetota
'LIB-MJ255-B9_02.24'	5	Actinomycetota
'LIB-MJ108-C7_02.8'	6	Thermoproteota
'LIB-MJ231-A8_04.11'	1	Actinomycetota
'LIB-MJ336-F5_02.9'	1	Actinomycetota
'LIB-MJ197-F9_03.3'	1	Actinomycetota
'LIB-MJ255-G4_02.9'	1	Actinomycetota
'LIB-MJ200-C5_04.24'	1	Actinomycetota
'LIB-MJ342-E3_02.19'	1	Actinomycetota
'LIB-MJ306-A10_01_v_LIB-MJ367-A10_03.5'	1	Actinomycetota
'LIB-MJ139-E5_01.22'	1	Actinomycetota
'LIB-MJ174-E3_01.8'	1	Actinomycetota
'LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.21'	1	Actinomycetota
'LIB-MJ255-E1_02_v_LIB-MJ405-G8_01.3'	1	Actinomycetota
'LIB-MJ175-D2_02.2'	1	Actinomycetota
'LIB-MJ259-E10_04.28'	1	Myxococcota_A
'LIB-MJ177-D7_03.1'	1	Actinomycetota
'LIB-MJ190-C5_02.7'	1	Actinomycetota
'LIB-MJ199-G9_04.4'	1	Actinomycetota
'LIB-MJ110-E9_04_v_LIB-MJ415-A3_04.1'	1	Actinomycetota
'LIB-MJ199-E8_04.12'	1	Actinomycetota
'LIB-MJ216-B8_02.15'	1	Actinomycetota
'LIB-MJ250-F2_04_v_LIB-MJ365-F2_03.61'	2	Actinomycetota
